Month,Date,Country,Gateway,Telco,Shortcode,Keyword,Offer ID,Affiliate ID,Total Sales,ECPA,Day 1,Week 1,Month 3 (A),Month 3 (P),Month 4 (A),Month 4 (P),Month 5 (A),Month 5 (P),Month 6 (A),Month 6 (P)
2023/5,2023-05-23,oman,actel,ooredoo,92014,mz,945,462,89,0.788764045,0.038813101,0.093676733,0.278424385,0.3024497,0.290682059,0.33162558,0.29710318,0.35572147,0.301482907,0.37421244
2023/12,2023-12-11,malaysia,maxis,maxis,32775,cda,1352,378,374,1.505376344,0.163612605,0.295824811,0.943530356,0.99641347,1.030255046,1.0814551,1.030255046,1.128423,1.030255046,1.1376097
2023/10,2023-10-07,egypt,mondiamedia,orange,7810,gz,1117,486.0,563,0.046181172,0.003229302,0.006798531,0.03589841,0.0223656,0.043795148,0.023797669,0.052072648,0.028274417,0.054562292,0.027459495
2023/12,2023-12-29,egypt,mondiamedia,etisalat,7786,pz,1487,353,195,0.058461538,0.006283165,0.013160756,0.035746118,0.07562995,0.035746118,0.08316708,0.035746118,0.09382591,0.035746118,0.105899945
2023/12,2023-12-01,jordan,comviva,zain,90910,px,1430,484,36,0.309375,0.071865896,0.080158115,0.206385152,0.28001428,0.24326025,0.30874512,0.24326025,0.34245443,0.24326025,0.34661272
2023/10,2023-10-10,malaysia,maxis,maxis,32775,bab1,870,382.0,82,0.675,0.134645676,0.198228356,0.635672905,0.6339358,0.740194312,0.71847314,0.842575004,0.8003958,0.89106168,0.8415319
2023/8,2023-08-15,thailand,macrokiosk,ais,4541560,b1,65,457,100,0.118811881,0.00738458,0.013538397,0.048186379,0.057487898,0.056445454,0.064769424,0.061278033,0.07465426,0.06852584,0.07789386
2023/12,2023-12-08,egypt,mondiamedia,etisalat,7786,a4a,968,151,82,0.061445783,0.001927958,0.00562321,0.012519562,0.032481402,0.013469774,0.03559822,0.013469774,0.041632585,0.013469774,0.04198543
2023/8,2023-08-18,malaysia,dcbumobile,umobile,12668,gs,90,304,62,2.0,0.754047444,1.191881444,2.683886037,3.201459,3.080408544,3.6404922,3.293741459,3.9995813,3.481967367,4.196093
2023/8,2023-08-21,qatar,tpay,vodafone,97814,tmg,1169,429,170,1.50295858,0.059377576,0.100984292,0.509046584,0.5495845,0.638252233,0.6191408,0.75058723,0.70421916,0.867334339,0.7712866
2023/1,2023-01-03,palestine,mondiamedia,ooredoo,7902,a4,111,151,30,0.25,0.039872951,0.07310041,0.177418546,0.22820437,0.24258241,0.26520622,0.288269005,0.2756266,0.288269005,0.29321307
2023/4,2023-04-04,jordan,mondiamedia,orange,8896201,gz,704,442,107,0.185046729,0.023049622,0.067228064,0.405188817,0.29669753,0.553072152,0.38072914,0.583839678,0.4340484,0.583839678,0.46436918
2023/12,2023-12-08,uae,mondiamedia,etisalat,1741,md,1261,456,98,1.010204082,0.072022928,0.261749993,1.0115627,1.1727737,1.219589281,1.2939565,1.219589281,1.37515,1.219589281,1.4069488
2023/3,2023-03-08,egypt,mondiamedia,etisalat,7786,a4a,347,151,145,0.037931034,0.000972274,0.001659538,0.017413017,0.017712161,0.019953734,0.01836922,0.020683374,0.022129439,0.028305467,0.020777322
2022/12,2022-12-27,egypt,mondiamedia,orange,7810,a4a,347,151,82,0.024390244,0.004196308,0.008385473,0.012614786,0.032880455,0.013618407,0.03633134,0.016648654,0.04053171,0.016648654,0.041350618
2023/12,2023-12-12,egypt,mondiamedia,etisalat,7786,pz,1518,442,2398,0.083333333,0.004768707,0.01544336,0.059396762,0.064173065,0.062857227,0.07015394,0.062857227,0.07362038,0.062857227,0.07784082
2023/4,2023-04-03,kuwait,comviva,ooredoo,1788,funplus,632,473,66,0.431034483,0.120500829,0.129652791,0.284758839,0.21849331,0.284758839,0.2959372,0.284758839,0.23688865,0.284758839,0.24467288
2022/11,2022-11-09,thailand,macrokiosk,ais,4541560,b1,85,228,38,0.126315789,0.017422564,0.034845128,0.224715057,0.111454055,0.234336617,0.119422026,0.293956256,0.13056716,0.3134918,0.14077058
2023/10,2023-10-05,oman,actel,ooredoo,92014,mz,1429,304.0,107,1.85046729,0.323373515,0.518272078,1.586476423,1.9515748,1.815851609,2.2322164,1.956172534,2.5083017,2.032403099,2.694689
2023/1,2023-01-12,malaysia,dcbumobile,umobile,12668,gs,90,438,60,2.5,0.758986014,1.209231955,3.711379453,3.2631805,4.50340041,3.767676,4.927660585,4.1779475,5.221635978,4.4426174
2023/12,2023-12-13,jordan,tpay,umniah,91825,gk,1201,442,67,0.155970149,0.012639439,0.020223102,0.144099593,0.09725676,0.154216849,0.11079173,0.154216849,0.12536938,0.154216849,0.13332297
2023/1,2023-01-08,palestine,mondiamedia,ooredoo,7902,a4,111,104,55,0.409090909,0.047122578,0.141367735,0.510119157,0.468646,0.623842915,0.5828185,0.648762876,0.66032964,0.648762876,0.7139925
2022/12,2022-12-21,slovakia,nth,orange,7406,miximo,100,238,35,0.0,0.592341015,1.463430743,1.463430743,1.4771624,1.463430743,1.4329686,1.463430743,1.4068775,1.463430743,1.3836864
2023/1,2023-01-25,egypt,mondiamedia,etisalat,7786,a4a,347,151,251,0.033864542,0.003482908,0.006244509,0.037795083,0.03289152,0.040846635,0.036076628,0.047998604,0.042174146,0.064081964,0.04257434
2023/6,2023-06-08,oman,mondiamedia,ooredoo,92023,mobf,1000049,475,108,3.0,0.029247184,0.080429757,0.290639249,0.27755573,0.30160891,0.32137823,0.30160891,0.34817064,0.305722159,0.36922508
2023/12,2023-12-20,malaysia,maxis,maxis,33186,fnp,1495,493,76,2.505263158,0.53653825,0.53653825,3.118041267,3.4611168,3.118041267,3.9138114,3.118041267,4.1340065,3.118041267,4.1716833
2023/8,2023-08-09,uae,actel,etisalat,1111,plx,1150,304,31,2.307692308,0.069524901,0.617871787,1.96253677,2.8303752,2.224644591,3.1494148,2.277920661,3.4688218,2.285179279,3.614595
2023/1,2023-01-21,kuwait,tpay,stc,50917,ed,132,206,44,0.363636364,0.0,0.009487214,0.25688,0.14525159,0.288704831,0.17153254,0.288704831,0.1927346,0.293418576,0.20279433
2023/11,2023-11-06,egypt,mondiamedia,etisalat,7786,pz,994,151,184,0.100543478,0.00358567,0.005202404,0.034755202,0.036079027,0.040937719,0.039795004,0.041643492,0.04638333,0.041643492,0.047151484
2023/7,2023-07-23,qatar,actel,vodafone,97710,amt,1204,260,96,1.5,0.008632025,0.011918877,0.038049609,0.06391765,0.038049609,0.07544935,0.038049609,0.07432762,0.038049609,0.08147163
2023/9,2023-09-21,egypt,mondiamedia,we,4036,prizeo,994,151.0,64,0.1640625,0.015144798,0.039143479,0.340676268,0.22050038,0.42094891,0.2591142,0.465158196,0.26774228,0.501429718,0.2840799
2023/5,2023-05-01,saudiarabia,actel,mobily,606068,98,1000036,451,36,2.5,0.0,0.004591689,0.133160767,0.12964082,0.156114796,0.16225226,0.174480788,0.19204628,0.197440525,0.21666563
2023/8,2023-08-19,thailand,macrokiosk,ais,4541583,b6,482,52,104,0.122330097,0.002366853,0.016567969,0.045366165,0.076521024,0.049897492,0.08554036,0.065016549,0.09281656,0.073094846,0.098729715
2023/5,2023-05-28,malaysia,maxis,maxis,32775,bab2,868,378,315,2.0,0.220346851,0.280764388,1.207066205,1.1932391,1.414792841,1.4006727,1.536670283,1.603313,1.787252273,1.7490876
2022/12,2022-12-26,slovakia,nth,orange,7406,mobsp,98,238,75,2.88,0.552851614,1.439040231,1.439040231,1.3239568,1.439040231,1.2985096,1.439040231,1.3155352,1.439040231,1.3085389
2023/12,2023-12-22,egypt,mondiamedia,orange,7810,pz,994,511,731,0.03994528,0.005302679,0.015627471,0.06223704,0.052631862,0.063804202,0.057354566,0.063804202,0.059722334,0.063804202,0.0629835
2023/9,2023-09-03,jordan,mondiamedia,orange,8896201,gz,1200,442.0,222,0.349315068,0.043592102,0.242075291,1.304578321,1.3758614,1.304578321,1.422373,1.304578321,1.4108918,1.304578321,1.38426
2023/9,2023-09-10,malaysia,maxis,maxis,32775,d40,1000047,451.0,198,1.8,0.208463949,0.324451409,1.285721644,1.2104642,1.454312143,1.3818306,1.571117444,1.5519743,1.711105592,1.649524
2022/11,2022-11-13,uae,mondiamedia,etisalat,1741,mx,290,438,30,1.3,0.066125783,0.066125783,1.034215854,0.78936964,1.25638026,0.9504223,1.661528935,1.1224829,1.909863981,1.2871778
2023/6,2023-06-10,malaysia,maxis,maxis,32775,bab1,870,378,183,2.0,0.148324161,0.286419069,1.155132413,0.96422863,1.336311483,1.0590698,1.578637496,1.2139983,1.751441704,1.2945771
2022/11,2022-11-26,malaysia,dcbumobile,umobile,12668,gs,90,440,50,2.0,0.719120128,0.993775128,4.049244938,2.7626429,5.074153013,3.1667776,5.888185839,3.5023794,6.376678474,3.7070212
2023/10,2023-10-22,egypt,mondiamedia,orange,7810,pz,994,493.0,67,0.104477612,0.004896682,0.012547747,0.051724828,0.061881687,0.053560165,0.06845456,0.0579407,0.06697439,0.0579407,0.07232411
2023/11,2023-11-23,malaysia,maxis,maxis,32775,bab2,868,378,93,1.827956989,0.110494618,0.263237178,0.834131689,0.9421459,0.951296872,1.0575184,0.976047852,1.14977,0.976047852,1.2175043
2023/1,2023-01-12,malaysia,dcbumobile,umobile,12668,gs,90,378,58,2.5,0.758542422,1.211006323,4.408673913,3.703371,5.135107299,4.317756,5.549919512,4.803383,5.95507265,5.1396637
2022/12,2022-12-19,jordan,comviva,zain,90910,mx,373,131,35,0.353488372,0.02841044,0.047350734,0.302244674,0.22755337,0.404594345,0.23188937,0.49936256,0.25542092,0.613036366,0.27397823
2023/1,2023-01-11,egypt,mondiamedia,orange,7810,a4a,347,353,39,0.038461538,0.004381467,0.004381467,0.039629852,0.023600802,0.050248667,0.025238588,0.056619955,0.029905535,0.056619955,0.029233202
2023/9,2023-09-06,palestine,tpay,ooredoo,7825,ed,1046,459.0,142,0.338028169,0.042236607,0.08075196,0.344973083,0.31947508,0.400564672,0.3450061,0.430158609,0.3781436,0.462628146,0.40839598
2023/10,2023-10-15,malaysia,maxis,maxis,32775,cda,1352,378.0,301,1.5,0.153855921,0.305674015,1.683340573,1.0751342,1.892955043,1.2043686,2.041312615,1.3152266,2.08302523,1.3670036
2023/4,2023-04-24,egypt,mondiamedia,orange,7810,a4a,347,151,38,0.026315789,0.006497126,0.006497126,0.010814189,0.030011334,0.010814189,0.03246291,0.010814189,0.036665432,0.010814189,0.036899127
2023/1,2023-01-22,uae,mondiamedia,etisalat,1741,gz,143,52,33,1.272727273,0.011881438,0.023762877,0.201974291,0.33132833,0.273269715,0.38964027,0.356433927,0.43298,0.356433927,0.49328795
2022/10,2022-10-11,jordan,mondiamedia,orange,8896201,mx,130,353,104,0.24137931,0.009218413,0.042141317,0.157345886,0.16074726,0.169203144,0.19279972,0.212660269,0.22117099,0.281827604,0.24220327
2023/8,2023-08-02,egypt,mondiamedia,etisalat,7786,pz,994,298,131,0.049618321,0.004109644,0.01005908,0.036684012,0.07038768,0.037959308,0.0786722,0.038585895,0.08356857,0.039087326,0.09119944
2023/1,2023-01-02,egypt,mondiamedia,etisalat,7786,a4a,347,353,115,0.039130435,0.003892478,0.009328531,0.036597676,0.043816913,0.041261024,0.048821606,0.05515744,0.056601398,0.057607107,0.058262818
2023/12,2023-12-04,egypt,mondiamedia,etisalat,7786,a4a,347,500,61,0.078688525,0.003638223,0.012493133,0.036617782,0.06550105,0.048326669,0.07224052,0.048326669,0.072093375,0.048326669,0.07757823
2023/12,2023-12-14,egypt,mondiamedia,etisalat,7786,a4a,347,75,54,0.074074074,0.00292764,0.016345988,0.060287408,0.08597124,0.061249351,0.09169239,0.061249351,0.09369001,0.061249351,0.09497079
2023/8,2023-08-16,egypt,mondiamedia,orange,7810,pz,994,298,95,0.052631579,0.000863326,0.004748293,0.020072556,0.043197483,0.030866909,0.0469947,0.034527926,0.05040762,0.044223207,0.052364863
2022/10,2022-10-07,greece,mobivas,cosmote,54006,fnp,197,238,72,3.0,0.859359222,1.727701292,3.857930152,3.6730564,3.956217024,3.7027805,3.956217024,3.696932,3.956217024,3.688112
2023/12,2023-12-11,egypt,mondiamedia,etisalat,7786,a4a,1117,486,1255,0.067039106,0.00498107,0.012507786,0.037892763,0.036906883,0.039486292,0.040183842,0.039486292,0.04466822,0.039486292,0.04572384
2022/10,2022-10-01,jordan,mondiamedia,orange,8896201,mx,130,450,423,0.374704492,0.012951232,0.020721971,0.077855054,0.09484499,0.091461516,0.1110887,0.110398178,0.13379055,0.128861489,0.15644574
2023/2,2023-02-20,jordan,comviva,zain,90910,mx,252,353,93,0.397849462,0.023166219,0.047045245,0.197191795,0.1673234,0.224278856,0.18891841,0.260281074,0.20864251,0.288829347,0.220067
2022/11,2022-11-21,thailand,macrokiosk,ais,4541560,b1,85,385,64,0.05,0.008620539,0.010344647,0.051654688,0.051917545,0.057367489,0.058641676,0.059293049,0.06828911,0.061233899,0.07149996
2022/10,2022-10-23,thailand,macrokiosk,ais,4541560,b1,85,385,662,0.039879154,0.006545854,0.011581126,0.058298691,0.047904033,0.066285289,0.05358941,0.077073753,0.06199853,0.08668381,0.064131774
2023/1,2023-01-29,qatar,actel,vodafone,97710,amw,363,442,202,0.0,0.019036443,0.04810702,0.108640572,0.1710515,0.137828292,0.17825022,0.138344315,0.19109142,0.138860522,0.19442078
2022/12,2022-12-18,malaysia,maxis,maxis,32775,d40,53,450,35,1.0,0.203106219,0.32312353,1.439618566,1.36217,1.772508052,1.5895262,2.068462897,1.7841238,2.303635878,1.910728
2022/11,2022-11-09,qatar,actel,vodafone,97710,amt,55,438,68,0.566176471,0.021530063,0.041146342,0.254414322,0.15656134,0.282167538,0.17807844,0.328532079,0.19418737,0.364256676,0.20717366
2023/10,2023-10-10,iraq,iraqcom,asiacell,2920,1,3742,528.0,49,0.073469388,0.0,0.038970477,0.276212719,0.23944658,0.33225751,0.28685832,0.357316274,0.33066717,0.367330212,0.36292952
2023/7,2023-07-15,poland,mondiamedia,orange,80715,gamo,475,440,53,1.41509434,0.0,0.33039471,1.501680006,1.9614749,1.642937,2.178137,1.750018746,2.4081736,1.750018746,2.5028167
2022/10,2022-10-17,thailand,macrokiosk,ais,4541583,b6,91,149,1871,0.132905297,0.013243134,0.024288976,0.111937245,0.09721591,0.131882218,0.10748507,0.147216079,0.13253441,0.161924216,0.1482861
2023/11,2023-11-01,egypt,mondiamedia,etisalat,7786,pz,994,532.0,67,0.101190476,0.002359414,0.010499847,0.03871149,0.060638666,0.045197919,0.06711189,0.047523809,0.072325565,0.047523809,0.07637232
2023/5,2023-05-30,thailand,macrokiosk,ais,4541583,b6,91,206,95,0.075789474,0.006537601,0.011635384,0.040935813,0.060585406,0.044756839,0.0689053,0.04839235,0.08014229,0.052059101,0.08460616
2023/2,2023-02-17,egypt,mondiamedia,vodafone,7785,mx,247,459,403,0.038653367,0.002330009,0.007615151,0.039208987,0.041878946,0.047520312,0.046560876,0.05425594,0.054042265,0.060861817,0.055479966
2023/6,2023-06-24,saudiarabia,knc,stc,801984,3,1176,508,54,3.0,0.113843807,0.113843807,0.172870865,0.3029313,0.18552094,0.4060549,0.219246009,0.51375043,0.23189336,0.567453
2023/1,2023-01-05,greece,datasms,vodafone,19577,gb,317,355,169,1.472868217,0.258354063,0.616526742,1.738332246,1.5102103,1.738332246,1.5173019,1.738332246,1.5334129,1.738332246,1.524967
2023/3,2023-03-09,qatar,tpay,vodafone,97814,tmg,423,429,281,0.437366548,0.041102368,0.077853023,0.333845617,0.21919775,0.417317285,0.27865532,0.46673991,0.3444758,0.513568502,0.39080086
2023/6,2023-06-22,thailand,macrokiosk,ais,4541583,b6,91,169,216,0.159259259,0.007286762,0.009528842,0.057130996,0.048555706,0.065681127,0.054418467,0.072131892,0.06304327,0.074324809,0.06536593
2023/2,2023-02-09,greece,datasms,vodafone,19577,mx,20,297,143,1.51048951,0.315785144,0.71577966,1.014021186,1.5803368,1.014021186,1.5757957,1.014021186,1.5936571,1.014021186,1.5868751
2023/7,2023-07-17,palestine,mondiamedia,jawwal,8897001,mx,111,151,137,0.51459854,0.015481694,0.032069224,0.148392155,0.13163498,0.15845368,0.14388351,0.172873726,0.16772836,0.184002232,0.18352312
2023/9,2023-09-13,egypt,mondiamedia,etisalat,7786,pz,994,151.0,48,0.15625,0.009672304,0.022843101,0.100380995,0.122399434,0.162023465,0.14592862,0.187096636,0.16496655,0.202016008,0.18720208
2023/6,2023-06-26,saudiarabia,actel,zain,709222,61,1000036,451,34,0.32,0.085080955,0.094804937,0.145851195,0.1590549,0.155575081,0.15577608,0.158005502,0.16514781,0.165296895,0.16818166
2023/1,2023-01-31,uae,tpay,etisalat,1151,ed,478,323,68,1.397058824,0.239807002,0.306161367,1.069581689,1.0441875,1.140933215,1.1785983,1.217382091,1.2880696,1.304052899,1.3484285
2023/4,2023-04-09,malaysia,forestinteractive,xox,33775,ab,71,297,93,0.672043011,0.387801869,0.768552794,2.113315834,1.8921475,2.336366664,2.1641538,2.63850879,2.3964071,2.906772427,2.561378
2023/8,2023-08-07,oman,mondiamedia,omantel,92729,gz,966,494,40,0.69,0.023522849,0.090170923,0.799891011,0.5499538,0.980260437,0.6301146,1.260709672,0.69924873,1.572860477,0.72696614
2022/12,2022-12-10,qatar,tpay,vodafone,97814,tmg,131,151,39,0.384615385,0.036814443,0.0700947,0.466697006,0.23395598,0.5418131,0.25124946,0.615054843,0.27368137,0.721117304,0.30443865
2023/9,2023-09-19,egypt,mondiamedia,orange,7810,a4a,1345,384.0,30,0.066666667,0.0,0.016402981,0.089313003,0.06150639,0.111135985,0.06313743,0.116596651,0.061170116,0.127493422,0.06321294
2023/6,2023-06-21,thailand,qr,ais,4219341,k5,648,457,264,0.25,0.002208195,0.0079495,0.043460191,0.050374497,0.055080897,0.056471318,0.063146414,0.06526084,0.073894693,0.06767927
2023/3,2023-03-11,egypt,mondiamedia,etisalat,7786,mx,247,52,34,0.0,0.008548618,0.03204195,0.056660484,0.09763764,0.068674832,0.107813306,0.083413227,0.11016856,0.101746341,0.11891509
2023/1,2023-01-17,qatar,tpay,vodafone,97814,tmg,401,470,50,0.63,0.086734876,0.16080646,0.481050719,0.45709884,0.521995104,0.48957968,0.576564567,0.5263483,0.580145526,0.55969524
2023/4,2023-04-14,jordan,tpay,umniah,91825,fp,373,319,50,0.096,0.007903862,0.027098957,0.124154569,0.06813133,0.149008985,0.07718547,0.164834557,0.08870916,0.187434568,0.093177445
2022/12,2022-12-15,palestine,mondiamedia,jawwal,8897001,pz,117,438,65,0.184615385,0.011003225,0.031437787,0.211516989,0.14046817,0.241091651,0.16215575,0.262168884,0.18009086,0.272551662,0.19418521
2023/10,2023-10-05,jordan,tpay,umniah,91825,gk,375,511.0,37,0.081081081,0.003050824,0.003050824,0.021363512,0.024207816,0.024414336,0.02577068,0.024414336,0.029850267,0.024414336,0.02930656
2023/8,2023-08-31,thailand,macrokiosk,ais,4541560,b1,65,457.0,82,0.117073171,0.011893456,0.026522794,0.09792701,0.08428756,0.118218184,0.093549155,0.133126667,0.09795505,0.144823352,0.105114445
2023/6,2023-06-08,thailand,qr,ais,4219501,g1,647,206,303,0.250825083,0.000635045,0.003810268,0.033924086,0.04151174,0.044754351,0.046132512,0.052434217,0.05355736,0.057976849,0.054952666
2023/7,2023-07-18,thailand,qr,ais,4591201,c2,689,458,58,0.082758621,0.003837624,0.021106929,0.177415382,0.07878266,0.199872323,0.08961074,0.220917857,0.10277451,0.228714854,0.108472385
2023/10,2023-10-06,malaysia,maxis,maxis,32775,d40,53,493.0,92,1.433707865,0.146679226,0.316693784,1.155508929,1.2396648,1.248870744,1.4178401,1.365251309,1.6096053,1.435762253,1.7296498
2023/7,2023-07-29,iraq,iraqcom,asiacell,2920,1,3742,507,131,0.55,0.0,0.034803265,0.232385145,0.22651052,0.28817266,0.2602839,0.339130801,0.2902059,0.368320332,0.31189632
2023/11,2023-11-07,thailand,macrokiosk,ais,4541560,b1,85,210,51,0.094117647,0.022864388,0.029723705,0.102369708,0.1114266,0.132665794,0.12170174,0.146463145,0.13491142,0.146463145,0.14503849
2023/10,2023-10-21,thailand,macrokiosk,ais,4541560,b1,65,457.0,61,0.118032787,0.007549149,0.01321101,0.075379394,0.055258445,0.081409312,0.06216867,0.09489538,0.071710214,0.09489538,0.07469245
2023/9,2023-09-04,thailand,qr,ais,4591201,c3,588,493.0,48,0.0875,0.0,0.004677391,0.02521782,0.038084272,0.029858561,0.04213421,0.044129818,0.049031302,0.058047904,0.050030947
2023/2,2023-02-05,poland,mondiamedia,orange,80715,gamo,503,353,51,2.058823529,0.179014006,0.250619608,1.077277759,1.6564547,1.52314201,1.9532692,1.671170169,2.1895487,1.710081263,2.364356
2023/11,2023-11-23,egypt,mondiamedia,orange,7810,gz,1117,486,506,0.032064128,0.006984532,0.011766978,0.03780501,0.03590089,0.042844229,0.039302476,0.043270397,0.044762053,0.043270397,0.04560435
2023/5,2023-05-19,malaysia,maxis,maxis,32775,d40,53,493,32,1.490322581,0.292568094,0.453984973,1.219109282,1.6069896,1.29754078,1.8096261,1.335877396,1.9713063,1.440188678,2.0574508
2023/11,2023-11-07,jordan,comviva,zain,90910,gt,547,459,56,0.303614458,0.079971954,0.114330275,0.309792059,0.44553754,0.316901178,0.46275496,0.328753888,0.50430393,0.328753888,0.5361104
2023/4,2023-04-16,thailand,macrokiosk,ais,4541560,b1,65,457,50,0.062745098,0.014788297,0.01971773,0.039172482,0.067449,0.0439296,0.07723891,0.046391127,0.09138468,0.060592953,0.09761983
2023/1,2023-01-19,thailand,macrokiosk,ais,4541560,b1,85,297,163,0.112883436,0.013431759,0.026863518,0.120323207,0.11700111,0.137064328,0.12927882,0.146035459,0.15065664,0.15410074,0.16326919
2023/11,2023-11-18,malaysia,maxis,maxis,32775,cda,1352,378,124,1.475409836,0.170616689,0.270549322,0.977002279,0.8583833,1.095308562,0.94494957,1.103746396,1.0110359,1.103746396,1.0420783
2023/9,2023-09-27,egypt,mondiamedia,orange,7810,a4a,1345,384.0,34,0.073529412,0.009648813,0.028946969,0.045834186,0.10772185,0.048240288,0.1216418,0.053064555,0.13767773,0.053857354,0.15290216
2023/10,2023-10-16,palestine,mondiamedia,jawwal,8897001,gz,1457,484.0,102,0.606060606,0.015962374,0.042846371,0.34677228,0.20092188,0.404119123,0.22784378,0.451264317,0.24677682,0.486312255,0.2589269
2022/12,2022-12-23,slovakia,nth,orange,7406,mobsp,98,238,73,2.671232877,0.567998234,1.419995584,1.419995584,1.2967558,1.419995584,1.2739816,1.419995584,1.2923522,1.419995584,1.2838321
2023/5,2023-05-10,jordan,mondiamedia,zain,97970,flix,815,484,41,0.292682927,0.020051297,0.065166716,0.140370406,0.23428705,0.145392434,0.23809081,0.155425873,0.25921524,0.160437284,0.28378457
2023/9,2023-09-20,uae,mondiamedia,etisalat,1741,md,1261,206.0,42,2.0,0.0,0.102678387,0.938946634,0.595276,1.151336568,0.74016356,1.212013164,0.8585971,1.353586781,0.9488232
2023/11,2023-11-26,malaysia,maxis,maxis,32775,d48,1329,511,58,1.454545455,0.177172405,0.203814304,0.695638604,0.6708301,0.800387883,0.75910157,0.803995784,0.8150155,0.803995784,0.8540287
2023/12,2023-12-21,egypt,mondiamedia,etisalat,7786,pz,1716,486,223,0.076233184,0.004312689,0.0108408,0.07262932,0.043603763,0.072920491,0.04746476,0.072920491,0.05092518,0.072920491,0.052930623
2023/1,2023-01-27,jordan,mondiamedia,orange,8896201,mx,373,342,30,0.15,0.013703652,0.020555477,0.082193915,0.07661855,0.102746495,0.076166816,0.109591565,0.11220413,0.171240614,0.14541188
2022/11,2022-11-07,thailand,macrokiosk,ais,4541583,b6,91,291,33,0.181818182,0.010031173,0.020062346,0.120181972,0.07240571,0.161412122,0.08033456,0.197733625,0.08541015,0.2202291,0.09098298
2023/4,2023-04-11,egypt,tpay,etisalat,1722,ed,165,437,112,0.058558559,0.001699501,0.004328918,0.022647469,0.046042718,0.022711398,0.051418103,0.023734002,0.059540622,0.025299855,0.06145899
2023/12,2023-12-21,palestine,mondiamedia,jawwal,8897001,pz,486,151,40,0.3,0.007084382,0.011807303,0.154901205,0.042050123,0.159839989,0.04676056,0.159839989,0.0542683,0.159839989,0.05572577
2022/10,2022-10-17,thailand,macrokiosk,ais,4541583,b6,91,367,1645,0.051032807,0.010266854,0.019858256,0.089145996,0.07497166,0.104936088,0.08581012,0.122490624,0.10418272,0.137633408,0.121476315
2023/9,2023-09-15,egypt,mondiamedia,etisalat,7786,pz,994,473.0,46,0.07826087,0.00171793,0.01030758,0.030297072,0.0662146,0.03909873,0.07295105,0.04481927,0.07644944,0.047515222,0.08136122
2023/12,2023-12-07,egypt,mondiamedia,vodafone,7785,prizeo,1487,147,30,0.3,0.079302636,0.13921466,0.581539779,0.45070732,0.653011851,0.5033282,0.653011851,0.5369392,0.653011851,0.5450367
2023/11,2023-11-19,kenya,nth,safaricom,72222,game,1517,104,40,0.375,0.001378279,0.005513117,0.017314582,0.020289972,0.018726147,0.021376356,0.018726147,0.025533505,0.018726147,0.024478965
2023/8,2023-08-09,saudiarabia,knc,zain,705720,8,1176,508,35,3.0,0.0,0.011240553,0.101181395,0.12411885,0.116169814,0.14512208,0.123664423,0.15909414,0.146155667,0.18274893
2023/9,2023-09-25,egypt,mondiamedia,we,4036,prizeo,994,151.0,56,0.166666667,0.006923336,0.017042191,0.174703502,0.1191227,0.205540213,0.13111477,0.236410737,0.14197084,0.255845054,0.14329502
2023/2,2023-02-22,saudiarabia,tpay,mobily,42003,ed,49,52,67,0.189393939,0.0,0.049805375,0.461674947,0.3983671,0.599672481,0.45817813,0.691676507,0.5485085,0.760665412,0.6160214
2023/3,2023-03-18,thailand,macrokiosk,ais,4541583,b6,91,206,62,0.077419355,0.009598165,0.021115963,0.09204115,0.08218706,0.109339473,0.09413989,0.125153381,0.10731308,0.129123585,0.11564508
2023/12,2023-12-27,malaysia,maxis,maxis,32775,d47,1327,440,173,1.167630058,0.1321931,0.285659682,0.931775295,0.8842002,0.939032807,0.9703056,0.939032807,1.0192814,0.939032807,1.0385505
2023/6,2023-06-27,poland,mondiamedia,orange,80715,gamo,475,440,57,1.49122807,0.0,0.360476972,1.525669039,2.0644014,1.557446025,2.2930825,1.557446025,2.5314848,1.557446025,2.6284153
2023/11,2023-11-27,egypt,mondiamedia,orange,7810,pz,1518,442,623,0.083187391,0.002567587,0.005760734,0.021643777,0.03602978,0.02471794,0.039737552,0.024826107,0.0463183,0.024826107,0.04708077
2023/3,2023-03-02,oman,mondiamedia,ooredoo,92023,goz,464,462,171,0.994152047,0.242408502,0.398819702,1.750840752,1.1930945,1.784898328,1.3078889,1.852145689,1.4274833,2.045508886,1.5036199
2023/9,2023-09-29,egypt,mondiamedia,etisalat,7786,pz,1487,151.0,33,0.060606061,0.00845625,0.024497926,0.072795856,0.09588767,0.072795856,0.103174575,0.075190477,0.103961796,0.083454435,0.11070966
2023/7,2023-07-03,malaysia,maxis,maxis,32775,bab2,868,378,229,1.797235023,0.153584555,0.277529985,1.160253723,1.1414945,1.373197721,1.3602049,1.557970381,1.5640295,1.784694107,1.727664
2023/10,2023-10-11,egypt,mondiamedia,etisalat,7786,pz,994,151.0,228,0.098684211,0.003823641,0.008334384,0.073126199,0.06087648,0.077737793,0.066991046,0.081685807,0.070700854,0.082426249,0.074907534
2023/9,2023-09-19,egypt,mondiamedia,orange,7810,pz,1487,463.0,64,0.1015625,0.002562966,0.003844449,0.05190814,0.022854649,0.053189074,0.024368167,0.056389484,0.028920226,0.064656156,0.028161757
2022/10,2022-10-28,malaysia,dcbumobile,umobile,12668,gs,190,238,49,2.0,0.733232678,1.05610294,3.495195978,2.828237,4.207911766,3.2105772,4.750737649,3.5400875,5.203921241,3.7244139
